id,reviewId,creationDate,criticName,isTopCritic,originalScore,reviewState,publicatioName,reviewText,scoreSentiment,reviewUrl
landscape_in_the_mist,31094,1/1/2000,Chris Hicks,FALSE,3.5/4,fresh,Deseret News (Salt Lake City),"There are rich rewards here, and the patient moviegoer looking more for art than plot will feel rewarded.",POSITIVE,http://www.deseretnews.com/article/700000985/Landscape-in-the-Mist.html
a_geisha,31097,1/1/2000,Dave Kehr,TRUE,,fresh,Chicago Reader,"One of the few Mizoguchi films of the 50s with a contemporary setting, it is no less eternal in its mise-en-scene than Ugetsu or Sansho the Bailiff.",POSITIVE,http://onfilm.chicagoreader.com/movies/capsules/3941_GEISHA.html
six_in_paris,31099,1/1/2000,Dave Kehr,TRUE,,fresh,Chicago Reader,Probably the best of the anthology films that were briefly in vogue in the early 60s.,POSITIVE,http://onfilm.chicagoreader.com/movies/capsules/6908_PARIS_VU_PAR.html
six_in_paris,31100,1/1/2000,Jonathan Rosenbaum,TRUE,,fresh,Chicago Reader,"Like most sketch films, this is patchy, but the Rouch, Chabrol, and Rohmer segments shouldn't be missed.",POSITIVE,http://onfilm.chicagoreader.com/movies/capsules/11165_SIX_IN_PARIS.html
jason_goes_to_hell_the_final_friday,31111,1/1/2000,James Berardinelli,TRUE,1.5/4,rotten,ReelViews,,NEGATIVE,http://www.reelviews.net/movies/j/jason.html
1045334-wide_sargasso_sea,31128,1/1/2000,James Berardinelli,TRUE,4-Feb,rotten,ReelViews,,NEGATIVE,http://www.reelviews.net/movies/w/wide_sargasso.html
1045334-wide_sargasso_sea,31129,1/1/2000,Roger Ebert,TRUE,3.5/4,fresh,Chicago Sun-Times,"The hothouse atmosphere permeates every scene, creating an unhealthy climate in which young love is perverted, promises become lies, and jealousy is the strongest emotion.",POSITIVE,http://www.rogerebert.com/reviews/wide-sargasso-sea-1993
1045334-wide_sargasso_sea,31131,1/1/2000,Rita Kempley,TRUE,,fresh,Washington Post,"Sometimes a vast fortune, doting servants, great sex and a Jamaican hideaway just aren't enough.",POSITIVE,http://www.washingtonpost.com/wp-srv/style/longterm/movies/videos/widesargassoseanc17kempley_a0a380.htm
1045334-wide_sargasso_sea,31133,1/1/2000,Marjorie Baumgarten,TRUE,5-Mar,fresh,Austin Chronicle,,POSITIVE,http://www.austinchronicle.com/gyrobase/Calendar/Film?Film=oid%3a139402
heart_and_souls,31136,1/1/2000,James Berardinelli,TRUE,1.5/4,rotten,ReelViews,,NEGATIVE,http://www.reelviews.net/movies/h/heart_souls.html
heart_and_souls,31144,1/1/2000,Marjorie Baumgarten,TRUE,5-Mar,fresh,Austin Chronicle,,POSITIVE,http://www.austinchronicle.com/gyrobase/Calendar/Film?Film=oid%3a139107
article_99,31155,1/1/2000,Roger Ebert,TRUE,1.5/4,rotten,Chicago Sun-Times,"Article 99, which wants to be the MASH of veteran's hospitals, filled me with a great unease as I was watching it.",NEGATIVE,http://www.rogerebert.com/reviews/article-99-1992
article_99,31160,1/1/2000,Marc Savlov,TRUE,2.5/5,rotten,Austin Chronicle,,NEGATIVE,http://www.austinchronicle.com/gyrobase/Calendar/Film?Film=oid%3a139166
the_shame_of_mary_boyle,31164,1/1/2000,Jonathan Rosenbaum,TRUE,,rotten,Chicago Reader,A fairly deadly case of canned theater that's pretty close to what Hitchcock many years later would refer to as 'photographs of people talking.',NEGATIVE,http://onfilm.chicagoreader.com/movies/capsules/4880_JUNO_AND_THE_PAYCOCK.html
kalifornia,31185,1/1/2000,James Berardinelli,TRUE,2.5/4,rotten,ReelViews,,NEGATIVE,http://www.reelviews.net/movies/k/kalifornia.html
kalifornia,31186,1/1/2000,Roger Ebert,TRUE,4-Apr,fresh,Chicago Sun-Times,"[Kalifornia is] terrifying and horrifying, yes, but also unflinchingly honest, and so well acted that for most of the film I abandoned any detachment and just watched it as if I were observing the lives of real people.",POSITIVE,http://www.rogerebert.com/reviews/kalifornia-1993
kalifornia,31191,1/1/2000,Brian Webster,FALSE,85/100,fresh,Apollo Guide,,POSITIVE,
kalifornia,31198,1/1/2000,Pamela Bruce,TRUE,5-Mar,fresh,Austin Chronicle,,POSITIVE,http://www.austinchronicle.com/gyrobase/Calendar/Film?Film=oid%3a139077
last_action_hero,31206,1/1/2000,James Berardinelli,TRUE,4-Feb,rotten,ReelViews,"The pulse-pounding, sizzling pull of a Die Hard is absent.",NEGATIVE,http://www.reelviews.net/php_review_template.php?identifier=1192
last_action_hero,31207,1/1/2000,Roger Ebert,TRUE,2.5/4,rotten,Chicago Sun-Times,"There is a lot of action in Last Action Hero, but the underlying story never ever quite works.",NEGATIVE,http://www.rogerebert.com/reviews/last-action-hero-1993
last_action_hero,31208,1/1/2000,Tom Hibbert,TRUE,5-Mar,fresh,Empire Magazine,"This is an attempt to be both a high-octane actionfest and a satire on such films, the result of which is the weirdest concoction: the metaphysical blockbuster.",POSITIVE,https://www.empireonline.com/movies/last-action-hero/review/
last_action_hero,31210,1/1/2000,Hal Hinson,TRUE,,rotten,Washington Post,"Feels like a farewell, of sorts, to Arnold.",NEGATIVE,http://www.washingtonpost.com/wp-srv/style/longterm/movies/videos/lastactionheropg13hinson_a0a829.htm
last_action_hero,31211,1/1/2000,Desson Thomson,TRUE,,fresh,Washington Post,"Even if this intermixing of kid fantasy and adult shoot'em-up, Hollywood insider jokes and cheap Arnold puns, doesn't completely bowl you over, it's clever and intriguing.",POSITIVE,http://www.washingtonpost.com/wp-srv/style/longterm/movies/videos/lastactionheropg13howe_a0afd4.htm
last_action_hero,31223,1/1/2000,Marc Savlov,TRUE,2.5/5,rotten,Austin Chronicle,"The film tries so very hard to be The Movie of Summer '93 that it almost makes you sick for what could have been, what should have been, and, in the end, what it is: soulless sound and fury -- action in a vacuum.",NEGATIVE,http://www.austinchronicle.com/gyrobase/Calendar/Film?Film=oid%3a139388
last_action_hero,31228,1/1/2000,Chris Hicks,FALSE,4-Feb,rotten,Deseret News (Salt Lake City),"Too slow, too long and far too pleased with itself.",NEGATIVE,http://www.deseretnews.com/article/700000990/Last-Action-Hero.html
last_action_hero,31231,1/1/2000,JoBlo,FALSE,10-Aug,fresh,JoBlo's Movie Network,Fun stuff!,POSITIVE,http://www.joblo.com/reviews.php?mode=joblo_movies&id=246
meteor_man,31237,1/1/2000,James Berardinelli,TRUE,1.5/4,rotten,ReelViews,,NEGATIVE,http://www.reelviews.net/movies/m/meteor.html
meteor_man,31238,1/1/2000,Roger Ebert,TRUE,2.5/4,rotten,Chicago Sun-Times,"The movie contains big laughs and moments of genuine feeling, but it seems to be put together out of assorted inspirations that were never assembled into one coherent story line.",NEGATIVE,http://www.rogerebert.com/reviews/the-meteor-man-1993
meteor_man,31244,1/1/2000,Marc Savlov,TRUE,5-Feb,rotten,Austin Chronicle,,NEGATIVE,http://www.austinchronicle.com/gyrobase/Calendar/Film?Film=oid%3a139102
1045518-secret_garden,31272,1/1/2000,James Berardinelli,TRUE,4-Mar,fresh,ReelViews,The Secret Garden has at least two things going for it: remarkable acting and mesmerizing cinematography (by Roger Deakins).,POSITIVE,http://www.reelviews.net/movies/s/secret_garden.html
1045518-secret_garden,31273,1/1/2000,Roger Ebert,TRUE,4-Apr,fresh,Chicago Sun-Times,"It is a work of beauty, poetry and deep mystery, and watching it is like entering for a time into a closed world where one's destiny may be discovered.",POSITIVE,http://www.rogerebert.com/reviews/the-secret-garden-1993
1045518-secret_garden,31274,1/1/2000,Desson Thomson,TRUE,,fresh,Washington Post,"What a pleasure -- and what a challenge for the filmmakers -- to come up with a movie that exists primarily on ambience, character interplay, English accents and subtle class differences.",POSITIVE,http://www.washingtonpost.com/wp-srv/style/longterm/movies/videos/thesecretgardenghowe_a0afeb.htm
1045518-secret_garden,31275,1/1/2000,Megan Rosenfeld,TRUE,,rotten,Washington Post,"The young actors are quite proficient and un-sappy too -- it's not their fault if they too often seem like chessmen being moved around on the director's board, composed into picturesque tableaux.",NEGATIVE,http://www.washingtonpost.com/wp-srv/style/longterm/movies/videos/thesecretgardengrosenfeld_a09e58.htm
1045518-secret_garden,31283,1/1/2000,Marjorie Baumgarten,TRUE,3.5/5,fresh,Austin Chronicle,"Risking clich, we recommend that you stop and smell The Secret Garden's roses.",POSITIVE,http://www.austinchronicle.com/gyrobase/Calendar/Film?Film=oid%3a139093
1045518-secret_garden,31290,1/1/2000,Chris Hicks,FALSE,,fresh,Deseret News (Salt Lake City),"The story is familiar, of course, and hinges on the performances of the children. All three are much more realistic than most child actors.",POSITIVE,http://www.deseretnews.com/article/700001611/The-Secret-Garden.html
fox_and_the_hound,31296,1/1/2000,Rob Gonsalves,FALSE,C,rotten,Rob's Movie Vault,Accomplished and sometimes exciting &#46;&#46;&#46; but by and large unsatisfying&#46;,NEGATIVE,http://letterboxd.com/martinblank/film/the-fox-and-the-hound/
fox_and_the_hound,31298,1/1/2000,Steve Rhodes,FALSE,4-Feb,rotten,Internet Reviews,Too long given the dearth of ideas in the script.,NEGATIVE,http://reviews.imdb.com/Reviews/49/4981
hold_me_thrill_me_kiss_me,31304,1/1/2000,Pamela Bruce,TRUE,4.5/5,fresh,Austin Chronicle,,POSITIVE,http://www.austinchronicle.com/gyrobase/Calendar/Film?Film=oid%3a139091
indochine,31305,1/1/2000,James Berardinelli,TRUE,3.5/4,fresh,ReelViews,,POSITIVE,http://www.reelviews.net/movies/i/indochine.html
indochine,31306,1/1/2000,Roger Ebert,TRUE,2.5/4,rotten,Chicago Sun-Times,"The beauty, the photography, the impact of the scenes shot on location in Vietnam, are all striking. But the people seem to drift and waver in their focus.",NEGATIVE,http://www.rogerebert.com/reviews/indochine-1993
indochine,31311,1/1/2000,Brian Webster,FALSE,78/100,fresh,Apollo Guide,,POSITIVE,
indochine,31316,1/1/2000,Pamela Bruce,TRUE,5-Mar,fresh,Austin Chronicle,,POSITIVE,http://www.austinchronicle.com/gyrobase/Calendar/Film?Film=oid%3a139258
indochine,31319,1/1/2000,Chris Hicks,FALSE,,rotten,Deseret News (Salt Lake City),"The concentration instead is on soap opera plotting that gets pretty sappy sometimes, as well as thick, torpid dialogue.",NEGATIVE,http://www.deseretnews.com/article/700000871/Indochine.html
poetic_justice,31321,1/1/2000,Roger Ebert,TRUE,4-Mar,fresh,Chicago Sun-Times,"Yes, things are hard. But they aren't impossible. Sometimes they're wonderful. And sometimes you can find someone to share them with.",POSITIVE,http://www.rogerebert.com/reviews/poetic-justice-1993
poetic_justice,31323,1/1/2000,Hal Hinson,TRUE,,fresh,Washington Post,"It's more a brave movie than it is a good one, but at least Singleton has faced the unknown. And he deserves credit for the attempt.",POSITIVE,http://www.washingtonpost.com/wp-srv/style/longterm/movies/videos/poeticjusticerhinson_a0a839.htm
poetic_justice,31324,1/1/2000,Desson Thomson,TRUE,,fresh,Washington Post,Singleton passes the director's acid test: the difficult second movie. This proves he's no flash N the pan.,POSITIVE,http://www.washingtonpost.com/wp-srv/style/longterm/movies/videos/poeticjusticerhowe_a0afdf.htm
poetic_justice,31328,1/1/2000,Robert Faires,TRUE,5-Mar,fresh,Austin Chronicle,While the film never fully explores Justice's relationship to her poetry -- the work is Angelou's -- the device is effective: its eloquence about emotion and selfhood enhances Singleton's images.,POSITIVE,http://www.austinchronicle.com/gyrobase/Calendar/Film?Film=oid%3a139124
poetic_justice,31331,1/1/2000,Chris Hicks,FALSE,,rotten,Deseret News (Salt Lake City),"It is... fairly entertaining, and certain scenes do carry some weight.",NEGATIVE,http://www.deseretnews.com/article/700001435/Poetic-Justice.html
man_without_a_face,31339,1/1/2000,James Berardinelli,TRUE,4-Feb,rotten,ReelViews,,NEGATIVE,http://www.reelviews.net/movies/m/man_without.html
man_without_a_face,31340,1/1/2000,Roger Ebert,TRUE,4-Mar,fresh,Chicago Sun-Times,"The movie is Gibson's debut as a director, and shows him not only with a good visual sense, but with what is even rarer, the confidence to know what needs to be told and what can be left unsaid.",POSITIVE,http://www.rogerebert.com/reviews/the-man-without-a-face-1993
man_without_a_face,31347,1/1/2000,Marjorie Baumgarten,TRUE,5-Jan,rotten,Austin Chronicle,,NEGATIVE,http://www.austinchronicle.com/gyrobase/Calendar/Film?Film=oid%3a139088
man_without_a_face,31349,1/1/2000,Chris Hicks,FALSE,,fresh,Deseret News (Salt Lake City),"Mel Gibson does himself proud with the imperfect but noble, and ultimately satisfying Man Without a Face.",POSITIVE,http://www.deseretnews.com/article/700001140/The-Man-Without-a-Face.html
1045568-strictly_ballroom,31352,1/1/2000,James Berardinelli,TRUE,3.5/4,fresh,ReelViews,,POSITIVE,http://www.reelviews.net/php_review_template.php?identifier=1402
1045568-strictly_ballroom,31353,1/1/2000,Roger Ebert,TRUE,4-Mar,fresh,Chicago Sun-Times,The true weirdness of the movie comes when we begin to realize the director didn't make everything up; only real life could possibly have inspired a world this bizarre.,POSITIVE,http://www.rogerebert.com/reviews/strictly-ballroom-1993
1045568-strictly_ballroom,31367,1/1/2000,Chris Hicks,FALSE,,fresh,Deseret News (Salt Lake City),"There's no denying that it's also an all-around crowd-pleaser, offering as much excitement and emotion as any movie in recent months.",POSITIVE,http://www.deseretnews.com/article/700001757/Strictly-Ballroom.html
son_in_law_1993,31372,1/1/2000,James Berardinelli,TRUE,4-Jan,rotten,ReelViews,,NEGATIVE,http://www.reelviews.net/movies/s/son_in.html
son_in_law_1993,31373,1/1/2000,Roger Ebert,TRUE,4-Feb,rotten,Chicago Sun-Times,"This story was never going to be great moviemaking, but it might have been more palatable if Shore had been able to make Crawl even marginally likable.",NEGATIVE,http://www.rogerebert.com/reviews/son-in-law-1993
son_in_law_1993,31382,1/1/2000,Marjorie Baumgarten,TRUE,2.5/5,rotten,Austin Chronicle,,NEGATIVE,http://www.austinchronicle.com/gyrobase/Calendar/Film?Film=oid%3a139132
son_in_law_1993,31384,1/1/2000,Chris Hicks,FALSE,,rotten,Deseret News (Salt Lake City),Alternately stupid and offensive.,NEGATIVE,http://www.deseretnews.com/article/700001699/Son-in-law.html
boxing_helena,31387,1/1/2000,James Berardinelli,TRUE,4-Feb,rotten,ReelViews,It's just not a particularly good motion picture.,NEGATIVE,http://www.reelviews.net/movies/b/boxing.html
boxing_helena,31388,1/1/2000,John Hartl,TRUE,,rotten,Film.com,"Fenn's slow-motion fountain-bathing scene looks like an over-the-top TV commercial, the cop-out finale is a film-school cliche, and the male characters are so one-dimensional and pathetic that the movie could inspire a Men's Action Coalition.",NEGATIVE,
boxing_helena,31389,1/1/2000,Joe Brown,TRUE,,rotten,Washington Post,Helena might have been salvageable as a so-bad-it's-good camp goof -- if only it weren't so boring.,NEGATIVE,http://www.washingtonpost.com/wp-srv/style/longterm/movies/videos/boxinghelenarbrown_a0adfa.htm
boxing_helena,31390,1/1/2000,Rita Kempley,TRUE,,rotten,Washington Post,What Ms. Lynch has given us is a prettied-up snuff movie.,NEGATIVE,http://www.washingtonpost.com/wp-srv/style/longterm/movies/videos/boxinghelenarkempley_a0a3aa.htm
boxing_helena,31397,1/1/2000,Robert Faires,TRUE,1.5/5,rotten,Austin Chronicle,An infantile piece of psychosexual mumbo-jumbo.,NEGATIVE,http://www.austinchronicle.com/gyrobase/Calendar/Film?Film=oid%3a139074
boxing_helena,31400,1/1/2000,Chris Hicks,FALSE,,rotten,Deseret News (Salt Lake City),"The film is superficial and silly, unsuccessful in all of the various tones she attempts.",NEGATIVE,http://www.deseretnews.com/article/700000233/Boxing-Helena.html
thing_called_love,31405,1/1/2000,Roger Ebert,TRUE,4-Jan,rotten,Chicago Sun-Times,"Perhaps no one could have saved Phoenix, who was not lucky enough to find a higher bottom than death. But this performance in this movie should have been seen by someone as a cry for help.",NEGATIVE,http://www.rogerebert.com/reviews/the-thing-called-love-1994
thing_called_love,31408,1/1/2000,Louis Black,TRUE,0/5,rotten,Austin Chronicle,"River Phoenix gives a somnambulant impersonation of Christian Slater impersonating Jack Nicholson, and Samantha Mathis spends much of the movie trying to figure out exactly who her character is.",NEGATIVE,http://www.austinchronicle.com/gyrobase/Calendar/Film?Film=oid%3a139082
thing_called_love,31410,1/1/2000,Jeff Vice,FALSE,2.5/4,fresh,Deseret News (Salt Lake City),"Aside from its blatantly commercial aspirations and predictable storyline, there is an appealing cast, enjoyable songs and some funny bits of business.",POSITIVE,http://www.deseretnews.com/article/700001832/The-Thing-Called-Love.html
benefit_of_the_doubt,31411,1/1/2000,James Berardinelli,TRUE,4-Jan,rotten,ReelViews,,NEGATIVE,http://www.reelviews.net/movies/b/benefit.html
benefit_of_the_doubt,31412,1/1/2000,Roger Ebert,TRUE,4-Jan,rotten,Chicago Sun-Times,"There's hardly a moment in Benefit of the Doubt when we can believe the events on a psychological level, or even on the level of a manipulative thriller.",NEGATIVE,http://www.rogerebert.com/reviews/benefit-of-the-doubt-1993
1045620-real_mccoy,31417,1/1/2000,James Berardinelli,TRUE,4-Jan,rotten,ReelViews,,NEGATIVE,http://www.reelviews.net/movies/r/real_mccoy.html
1045620-real_mccoy,31418,1/1/2000,Roger Ebert,TRUE,4-Feb,rotten,Chicago Sun-Times,"The film's one redeeming merit is Kim Basinger, a good actress who has a sweet presence here. I cared about her character more than the character deserved to be cared about -- and more, I suspect, than the filmmakers did.",NEGATIVE,http://www.rogerebert.com/reviews/the-real-mccoy-1993
1045620-real_mccoy,31422,1/1/2000,Pamela Bruce,TRUE,2.5/5,rotten,Austin Chronicle,,NEGATIVE,http://www.austinchronicle.com/gyrobase/Calendar/Film?Film=oid%3a139068
only_the_strong,31452,1/1/2000,James Berardinelli,TRUE,4-Jan,rotten,ReelViews,"I expected it to be an obligatory late-summer, mindless, plotless action film. I was wrong. It's a late-summer, mindless, plotless action film with a message. I think I prefer this sorts of film when it doesn't try to preach.",NEGATIVE,http://www.reelviews.net/movies/o/only_strong.html
only_the_strong,31453,1/1/2000,Roger Ebert,TRUE,4-Jan,rotten,Chicago Sun-Times,I have a sinking feeling that the makers of this film feel it is in some way exemplary and even useful.,NEGATIVE,http://www.rogerebert.com/reviews/only-the-strong-1993
only_the_strong,31454,1/1/2000,Joe Brown,TRUE,,rotten,Washington Post,"The film is clumsily assembled and edited, heavy on the slow-mo, and its simplistic story plays like The Kids From Fame armed with very sharp knives.",NEGATIVE,http://www.washingtonpost.com/wp-srv/style/longterm/movies/videos/onlythestrongpg13brown_a0adf7.htm
only_the_strong,31455,1/1/2000,Richard Harrington,TRUE,,rotten,Washington Post,"If only the plot were a little less obvious, the confrontations a little less cliched.",NEGATIVE,http://www.washingtonpost.com/wp-srv/style/longterm/movies/videos/onlythestrongpg13harrington_a0ab7f.htm
only_the_strong,31456,1/1/2000,Marjorie Baumgarten,TRUE,1.5/5,rotten,Austin Chronicle,There's not terribly much more going on in this movie than the physical movement itself.,NEGATIVE,http://www.austinchronicle.com/gyrobase/Calendar/Film?Film=oid%3a139080
program,31457,1/1/2000,James Berardinelli,TRUE,4-Feb,rotten,ReelViews,The Program is a mish-mash of cliches.,NEGATIVE,http://www.reelviews.net/movies/p/program.html
program,31458,1/1/2000,Roger Ebert,TRUE,4-Mar,fresh,Chicago Sun-Times,"By the film's end, I found myself simultaneously hoping that ESU would win its big game, and that the school would pull the plug on its football program. I guess that's how I was supposed to feel.",POSITIVE,http://www.rogerebert.com/reviews/the-program-1993
program,31459,1/1/2000,Norman Chad,TRUE,,fresh,Washington Post,One might want to consider wearing a helmet while watching.,POSITIVE,http://www.washingtonpost.com/wp-srv/style/longterm/movies/videos/rudypgandtheprogramrchad_a09e3b.htm
program,31460,1/1/2000,Hal Hinson,TRUE,,fresh,Washington Post,"As noisy and ludicrous as all this sounds, the movie does have its share of guilty pleasures. Like the kid on steroids, it's revved so high that it's out of control.",POSITIVE,http://www.washingtonpost.com/wp-srv/style/longterm/movies/videos/theprogramrhinson_a0a842.htm
program,31464,1/1/2000,Marjorie Baumgarten,TRUE,5-Feb,rotten,Austin Chronicle,Hardly any shattering revelations here and certainly no blame-placing.,NEGATIVE,http://www.austinchronicle.com/calendar/film/1993-10-01/the-program/
program,31465,1/1/2000,Chris Hicks,FALSE,,rotten,Deseret News (Salt Lake City),The Program is largely a compendium of football grievances mixed with soap opera high jinks.,NEGATIVE,"http://deseretnews.com/movies/view/1,1257,1471,00.html"
1045706-calendar_girl,31510,1/1/2000,James Berardinelli,TRUE,4-Jan,rotten,ReelViews,"Either Calendar Girl is a blatant attempt to showcase Jason Priestley (of Beverly Hills 90210 fame), or it's an undertaking to make a big-screen copy of the popular 70s sitcom Happy Days.",NEGATIVE,http://www.reelviews.net/movies/c/calendar.html
1045706-calendar_girl,31512,1/1/2000,Peter Gilstrap,TRUE,,rotten,Washington Post,"[Priestley] tries hard, but the numskull script has him beat.",NEGATIVE,http://www.washingtonpost.com/wp-srv/style/longterm/movies/videos/calendargirlpg13gilstrap_a09e50.htm
1045706-calendar_girl,31515,1/1/2000,Marjorie Baumgarten,TRUE,0/5,rotten,Austin Chronicle,"When so few brain cells have been shed during the making of a movie, it seems foolish for others to expend more than their share figuring things out after the fact.",NEGATIVE,http://www.austinchronicle.com/gyrobase/Calendar/Film?Film=oid%3a139075
1045706-calendar_girl,31516,1/1/2000,Chris Hicks,FALSE,,rotten,Deseret News (Salt Lake City),"The filmmakers, bound and determined to bring back the ""horny teenager"" genre of the early '80s, offer something offensive at every turn.",NEGATIVE,http://www.deseretnews.com/article/700000267/Calendar-Girl.html
red_rock_west,31518,1/1/2000,James Berardinelli,TRUE,4-Mar,fresh,ReelViews,"Red Rock West is a roller-coaster ride of a film, designed for those who like their thrillers spiced with the unexpected.",POSITIVE,http://www.reelviews.net/php_review_template.php?identifier=2148
red_rock_west,31519,1/1/2000,Roger Ebert,TRUE,3.5/4,fresh,Chicago Sun-Times,"It's the kind of movie made by people who love movies, have had some good times at them, and want to celebrate the very texture of old genres like the western and the film noir.",POSITIVE,http://www.rogerebert.com/reviews/red-rock-west-1994
red_rock_west,31521,1/1/2000,Joe Brown,TRUE,,fresh,Washington Post,"Director John Dahl and his brother Rick Dahl co-wrote the intelligent and off-handedly witty script; they're like the Coen brothers, but with a sense of fun and a coherent, entertaining story to tell.",POSITIVE,http://www.washingtonpost.com/wp-srv/style/longterm/movies/videos/redrockwestrbrown_a0ae0c.htm
red_rock_west,31522,1/1/2000,Richard Harrington,TRUE,,fresh,Washington Post,It is a treasure waiting to be discovered.,POSITIVE,http://www.washingtonpost.com/wp-srv/style/longterm/movies/videos/redrockwestrharrington_a0abc0.htm
red_rock_west,31527,1/1/2000,Marc Savlov,TRUE,5-Mar,fresh,Austin Chronicle,More proof that American film noir is still alive and kicking.,POSITIVE,http://www.austinchronicle.com/gbase/Calendar/Film?Film=oid%3a138898
fortress_1993,31546,1/1/2000,James Berardinelli,TRUE,4-Feb,rotten,ReelViews,,NEGATIVE,http://www.reelviews.net/movies/f/fortress.html
fortress_1993,31551,1/1/2000,Brian Webster,FALSE,44/100,rotten,Apollo Guide,,NEGATIVE,
fortress_1993,31557,1/1/2000,Marc Savlov,TRUE,5-Jan,rotten,Austin Chronicle,,NEGATIVE,http://www.austinchronicle.com/gbase/Calendar/Film?Film=oid%3a139076
fortress_1993,31562,1/1/2000,Christopher Null,FALSE,5-Feb,rotten,Filmcritic.com,,NEGATIVE,
sofie,31564,1/1/2000,James Berardinelli,TRUE,2.5/4,rotten,ReelViews,,NEGATIVE,http://www.reelviews.net/movies/s/sofie.html
sofie,31568,1/1/2000,Pamela Bruce,TRUE,4.5/5,fresh,Austin Chronicle,,POSITIVE,http://www.austinchronicle.com/gyrobase/Calendar/Film?Film=oid%3a139384
for_love_or_money_1993,31575,1/1/2000,James Berardinelli,TRUE,4-Feb,rotten,ReelViews,,NEGATIVE,http://www.reelviews.net/movies/f/for_love.html
for_love_or_money_1993,31576,1/1/2000,Roger Ebert,TRUE,4-Feb,rotten,Chicago Sun-Times,"For Love or Money stars Michael J. Fox, one of the most likable stars in the movies, in a romantic comedy so lightweight that his charm has to carry the whole enterprise.",NEGATIVE,http://www.rogerebert.com/reviews/for-love-or-money-1993
for_love_or_money_1993,31582,1/1/2000,Louis Black,TRUE,5-Jan,rotten,Austin Chronicle,,NEGATIVE,http://www.austinchronicle.com/gyrobase/Calendar/Film?Film=oid%3a139039
dazed_and_confused,31587,1/1/2000,James Berardinelli,TRUE,4-Feb,rotten,ReelViews,This is light entertainment -- nothing groundbreaking or even especially noteworthy.,NEGATIVE,http://www.reelviews.net/movies/d/dazed.html
dazed_and_confused,31588,1/1/2000,Roger Ebert,TRUE,4-Mar,fresh,Chicago Sun-Times,"The film's real inspiration, I think, is to depict some high school kids from the 1970s with such unblinking attention that we will realize how romanticized most movie teenagers are.",POSITIVE,http://www.rogerebert.com/reviews/dazed-and-confused-1993
dazed_and_confused,31589,1/1/2000,Desson Thomson,TRUE,,fresh,Washington Post,"Succeeds on its own terms and reflects American culture so well, it becomes part of it.",POSITIVE,http://www.washingtonpost.com/wp-srv/style/longterm/movies/videos/dazedandconfusedrhowe_a0b004.htm
dazed_and_confused,31602,1/1/2000,Marjorie Baumgarten,TRUE,4.5/5,fresh,Austin Chronicle,"Every one of these characters is completely familiar and recognizable; so far this has held true for every viewer I have spoken with, whether they graduated from high school 25 years ago or last week.",POSITIVE,http://www.austinchronicle.com/gyrobase/Calendar/Film?Film=oid%3a138648
dazed_and_confused,31604,1/1/2000,Chris Hicks,FALSE,2.5/4,fresh,Deseret News (Salt Lake City),"For a film like this, casting is everything, and the players are quite appealing.",POSITIVE,http://www.deseretnews.com/article/700000418/Dazed-and-Confused.html
paris_belongs_to_us,31617,1/1/2000,Jonathan Rosenbaum,TRUE,,fresh,Chicago Reader,Jacques Rivette's troubled and troubling account of Parisians in the late 50s remains in some ways the most intellectually and philosophically mature of them as well as one of the most beautiful.,POSITIVE,http://onfilm.chicagoreader.com/movies/capsules/15195_PARIS_BELONGS_TO_US.html
striking_distance,31638,1/1/2000,James Berardinelli,TRUE,1.5/4,rotten,ReelViews,,NEGATIVE,http://www.reelviews.net/movies/s/striking.html
striking_distance,31639,1/1/2000,Roger Ebert,TRUE,1.5/4,rotten,Chicago Sun-Times,Striking Distance is an exhausted reassembly of bits and pieces from all the other movies that are more or less exactly like this one.,NEGATIVE,http://www.rogerebert.com/reviews/striking-distance-1993
striking_distance,31646,1/1/2000,Louis Black,TRUE,0/5,rotten,Austin Chronicle,,NEGATIVE,http://www.austinchronicle.com/gyrobase/Calendar/Film?Film=oid%3a139055
needful_things,31651,1/1/2000,James Berardinelli,TRUE,4-Feb,rotten,ReelViews,,NEGATIVE,http://www.reelviews.net/movies/n/needful.html
needful_things,31652,1/1/2000,Roger Ebert,TRUE,1.5/4,rotten,Chicago Sun-Times,Needful Things is yet another one of those films based on a Stephen King story that inspires you to wonder why his stories don't make better films.,NEGATIVE,http://www.rogerebert.com/reviews/needful-things-1993
needful_things,31658,1/1/2000,Rob Gonsalves,FALSE,B+,fresh,Rob's Movie Vault,Pop &quot;Needful Things&quot; into your player with no particular expectations and you might find it a worthwhile distraction&#46;,POSITIVE,https://robsmovievault.wordpress.com/1993/08/27/needful-things/
needful_things,31661,1/1/2000,Marc Savlov,TRUE,5-Mar,fresh,Austin Chronicle,,POSITIVE,http://www.austinchronicle.com/gyrobase/Calendar/Film?Film=oid%3a139086
needful_things,31663,1/1/2000,Chris Hicks,FALSE,,rotten,Deseret News (Salt Lake City),"Appropriately enough, the film climaxes with a series of huge explosions, each bigger and louder than the one before.",NEGATIVE,http://www.deseretnews.com/article/700001299/Needful-Things.html
enigma_of_kaspar_hauser,31681,1/1/2000,Walter V. Addiego,FALSE,C-,rotten,San Francisco Examiner,Kaspar Hauser is one of the purest film examples I know of in which an artist of Romantic sensibility puts society to the test and finds it wanting.,NEGATIVE,http://www.sfgate.com/cgi-bin/article.cgi?f=/e/a/1995/09/22/WEEKEND3709.dtl
